股票代码,股票名称,东财行业,申万一级,申万二级,申万三级,概念标签,数据日期
000430,张家界,旅游及景区,社会服务,旅游及景区,自然景区,2026中报扭亏、元宇宙概念、参股期货、央国企改革、旅游及景区、旅游概念、旅游酒店、机构重仓、深股通、湖南板块、破增发价股、社会服务、自然景区、近期摘帽,2026-09-18
000488,ST晨鸣,造纸,轻工制造,造纸,大宗用纸,AB股、AH股、EDA概念、ST股、低价股、区块链、参股银行、大宗用纸、央国企改革、富时罗素、山东板块、标准普尔、破发股、碳交易、股权激励、轻工制造、造纸、造纸印刷,2026-09-18
000498,山东路桥,基础建设,建筑装饰,基础建设,基建市政工程,PPP模式、一带一路、低市净率、基建市政工程、基础建设、央国企改革、富时罗素、山东板块、工程建设、建筑装饰、智慧城市、标准普尔、深股通、破净股、融资融券、装配建筑、转债标的、铁路基建、长期破净,2026-09-18
000501,武商集团,一般零售,商贸零售,一般零售,百货,一般零售、低市净率、免税概念、内贸流通、冰雪经济、参股银行、商贸零售、地摊经济、央国企改革、富时罗素、新零售、标准普尔、深股通、湖北板块、湖北自贸、电商概念、白酒、百货、破净股、破增发价股、社区团购、融资融券、跨境电商、退税商店、长期破净、阿里概念、零售概念、首发经济、黄金概念,2026-09-18
000502,绿景退,,互联网,互联网服务,综合互联网服务,,2026-09-18
000503,国新健康,软件开发,计算机,软件开发,垂直应用软件,AI制药（医疗）、DRG/DIP、SPD概念、互联网医疗、创新医疗服务、华为概念、垂直应用软件、央国企改革、山东板块、数据要素、标准普尔、深股通、电商概念、破增发价股、融资融券、计算机、软件开发,2026-09-18
000504,南华生物,医疗服务,医药生物,医疗服务,其他医疗服务,2026中报扭亏、东方财富热股、免疫治疗、其他医疗服务、动力电池回收、医疗器械概念、医疗服务、医美概念、医药生物、央国企改革、昨日涨停、昨日涨停_含一字、昨日首板、昨日高振幅、最近多板、机构重仓、湖南板块、破增发价股、节能环保、近期摘帽、锂电池概念,2026-09-18
000505,京粮控股,农产品加工,农林牧渔,农产品加工,粮油加工,AB股、一带一路、农产品加工、农林牧渔、央国企改革、新零售、昨日高振幅、海南板块、海南自贸、生态农业、粮油加工、网红经济、融资融券、调味品概念,2026-09-18
000506,招金黄金,贵金属,有色金属,贵金属,黄金,2026中报预增、QFII重仓、一带一路、基金重仓、央国企改革、小盘成长、小盘股、小金属概念、山东板块、昨日高振幅、有色金属、深股通、贵金属、高市净率、高成长股、黄金、黄金概念,2026-09-18
000507,珠海港,电力,公用事业,电力,风力发电,一带一路、低市净率、公用事业、北交所概念、天然气、央国企改革、广东板块、新能源、油气设服、油气资源、深股通、电力、破净股、破增发价股、粤港自贸、长期破净、风力发电、风能,2026-09-18
000508,琼民源A,,农林牧渔,农业,农业服务,,2026-09-18
000509,华塑控股,光学光电子,电子,光学光电子,面板,QFII重仓、互联网金融、光学光电子、四川板块、央国企改革、工业母机、成渝特区、机构重仓、电子、碳交易、西部大开发、面板、高市净率,2026-09-18
000510,新金路,化学原料,基础化工,化学原料,氯碱,QFII重仓、化学原料、四川板块、基础化工、基金重仓、小金属概念、成渝特区、机构重仓、氯碱、深股通、股权分散、融资融券、西部大开发,2026-09-18
000511,烯碳退,,房地产,房地产开发,房地产开发,,2026-09-18
000513,丽珠集团,化学制药,医药生物,化学制药,化学制剂,AH股、AI制药（医疗）、MSCI中国、中盘价值、中盘股、中药概念、中证500、价值股、养老金、减肥药、创新药、化学制剂、化学制药、医药医疗风格、医药生物、单抗概念、基因测序、富时罗素、幽门螺杆菌概念、广东板块、标准普尔、流感、深成500、深股通、生物疫苗、病原体防治、精准医疗、融资融券、辅助生殖、重组蛋白,2026-09-18
000514,渝 开 发,房地产开发,房地产,房地产开发,住宅开发,2026中报首亏、一带一路、住宅开发、化债(AMC)概念、央国企改革、成渝特区、房地产、房地产开发、机构重仓、破净股、西部大开发、重庆板块,2026-09-18
000515,攀渝钛业,,基础化工,化学原料,其他化学原料,,2026-09-18
000516,国际医学,医疗服务,医药生物,医疗服务,医院,AI制药（医疗）、CAR-T细胞疗法、DeepSeek概念、互联网医疗、免疫治疗、养老概念、创新医疗服务、医疗服务、医美概念、医药生物、医院、华为概念、新消费、机构重仓、标准普尔、毛发医疗、深股通、脑机接口、融资融券、西部大开发、辅助生殖、阿里概念、陕西板块,2026-09-18
000517,荣安地产,房地产开发,房地产,房地产开发,住宅开发,2026中报首亏、低价股、住宅开发、富时罗素、建筑节能、房地产、房地产开发、标准普尔、浙江板块、深股通、融资融券、长江三角,2026-09-18
000518,四环生物,生物制品,医药生物,生物制品,其他生物制品,QFII重仓、人造肉、免疫治疗、其他生物制品、医药生物、并购重组概念、江苏板块、生物制品、病毒防治、近期摘帽、长江三角,2026-09-18
000519,中兵红箭,地面兵装Ⅱ,国防军工,地面兵装Ⅱ,地面兵装Ⅲ,2026中报扭亏、中字头、中证500、军工、军民融合、冷链物流、半导体概念、商业航天、国防军工、地面兵装Ⅱ、地面兵装Ⅲ、培育钻石、央国企改革、富时罗素、小盘股、新材料、机构重仓、河南板块、深成500、深股通、融资融券,2026-09-18
000520,凤凰航运,航运港口,交通运输,航运港口,航运,一带一路、交通运输、湖北板块、航运、航运港口,2026-09-18
000521,长虹美菱,白色家电,家用电器,白色家电,冰洗,2026中报预减、AB股、一带一路、人工智能、低市净率、冰洗、冷链物流、净水概念、医疗器械概念、华为概念、华为海思、垃圾分类、央国企改革、安徽板块、家用电器、小米概念、工业互联网、新材料、智能家居、深股通、物联网、电商概念、白色家电、百度概念、破净股、破增发价股、空气能热泵、融资融券、阿里概念,2026-09-18
000522,白云山A,,医药生物,化学制药,化学制剂,,2026-09-18
000523,红棉股份,综合Ⅱ,综合,综合Ⅱ,综合Ⅲ,2026中报预增、代糖概念、啤酒概念、央国企改革、广东板块、新零售、昨日高振幅、机构重仓、深股通、粤港自贸、综合、综合Ⅱ、综合Ⅲ,2026-09-18
000524,岭南控股,旅游及景区,社会服务,旅游及景区,旅游综合,AI智能体、低空经济、体育产业、免税概念、冰雪经济、参股新三板、央国企改革、并购重组概念、广东板块、文娱消费、新零售、旅游及景区、旅游概念、旅游综合、旅游酒店、海南自贸、深股通、电商概念、社会服务、粤港自贸、融资融券、零售概念、预制菜概念,2026-09-18
000525,红太阳,农化制品,基础化工,农化制品,农药,2026中报扭亏、一带一路、农化制品、农药、农药兽药、基础化工、央国企改革、机构重仓、标准普尔、江苏板块、深股通、维生素、草甘膦、长江三角,2026-09-18
000526,学大教育,教育,社会服务,教育,培训教育,AI应用、人工智能、半导体概念、在线教育、培训教育、教育、深股通、破增发价股、社会服务、福建板块、职业教育、高成长股,2026-09-18
000527,美的电器,,家电,白色家电,白色家电,,2026-09-18
000528,柳    工,工程机械,机械设备,工程机械,工程机械整机,AI应用、一带一路、中俄贸易概念、中证500、人工智能、央国企改革、富时罗素、小盘价值、小盘股、工程机械、工程机械整机、工程机械概念、广西板块、新型工业化、机器人概念、机构重仓、机械设备、标准普尔、核能核电、深成500、深股通、破净股、融资融券、西部大开发、转债标的、雅下水电概念,2026-09-18
000529,广弘控股,食品加工,食品饮料,食品加工,肉制品,2026中报预减、冷链物流、央国企改革、广东板块、猪肉概念、破净股、粤港自贸、肉制品、预制菜概念、食品加工、食品饮料、鸡肉概念,2026-09-18
000530,冰山冷热,通用设备,机械设备,通用设备,制冷空调设备,AB股、IPO受益、体育产业、储能概念、冰雪经济、冷链物流、制冷空调设备、参股券商、大数据、机械设备、核能核电、汽车热管理、海工装备、海洋经济、物联网、碳交易、空气能热泵、融资融券、边缘计算、辽宁板块、通用设备,2026-09-18
000531,穗恒运Ａ,电力,公用事业,电力,火力发电,2025三季报预增、2026一季报预增、储能概念、光伏概念、公用事业、化债(AMC)概念、央国企改革、广东板块、氢能源、深股通、火力发电、燃料电池概念、电力、电池技术、破净股、破增发价股、碳交易、绿色电力、股权转让、虚拟电厂、融资融券、超超临界发电,2026-09-18
000532,华金资本,多元金融,非银金融,多元金融,资产管理,创投、参股券商、多元金融、央国企改革、广东板块、机构重仓、深股通、独角兽、电池技术、被动元件概念、资产管理、锂电池概念、非银金融,2026-09-18
000533,顺钠股份,电网设备,电力设备,电网设备,输变电设备,QFII重仓、储能概念、光伏概念、参股保险、可控核聚变、广东板块、抽水蓄能、数据中心、新能源、智能电网、机构重仓、核能核电、水利建设、海工装备、海洋经济、深股通、电力设备、电网概念、电网设备、百度概念、融资融券、输变电设备、阿里概念、高成长股,2026-09-18
000534,万泽股份,生物制品,医药生物,生物制品,其他生物制品,低空经济、其他生物制品、军工、医药生物、基金重仓、大飞机、小盘成长、小盘股、广东板块、深股通、生物制品、社保重仓、融资融券,2026-09-18
000535,*ST猴王,,机械设备,专用设备,其他专用机械,,2026-09-18
000536,华映科技,光学光电子,电子,光学光电子,面板,3D玻璃、OLED、光学光电子、华为概念、央国企改革、小盘股、显示技术、柔性屏(折叠屏)、标准普尔、深股通、玻璃基板、电子、福建板块、荣耀概念、融资融券、面板、高市净率,2026-09-18
